HORSEHEADS,82,100%,91%,80%,40%,65%,70%
HORSEHEADS SENIOR HIGH SCHOOL,82,100%,91%,80%,40%,65%,70%
HOSTOS-LINCOLN ACADEMY OF SCIENCE,29,100%,93%,86%,59%,72%,72%
HS 560 CITY-AS-SCHOOL,36,100%,89%,69%,14%,25%,42%
HS AMER STUDIES AT LEHMAN COLL,23,100%,96%,87%,57%,70%,70%
HS FOR CON, TRADES, ENGINEER AND ARC,105,100%,98%,88%,20%,54%,64%
HS FOR ENVIRONMENTAL STUDIES,135,100%,94%,81%,24%,56%,64%
HS FOR INNOVATION -ADVERTISING/MEDIA,17,100%,82%,65%,12%,35%,47%
HS FOR LAW ADVCY & COMM JUST,29,100%,90%,69%,21%,48%,55%
HS FOR PUBLIC SERVICE-HEROES OF TOM,61,100%,95%,77%,25%,48%,54%
HS FOR TEACHING AND PROFESSIONS,33,100%,85%,70%,18%,42%,58%
HS MATH SCI & ENGNRNG AT CCNY,24,100%,100%,88%,54%,75%,75%
HS-DUAL LANGUAGE & ASIAN STUDIES,62,100%,98%,95%,53%,85%,85%
HS-HEALTH PROFESSIONS & HUMAN SVCS,231,100%,93%,83%,20%,49%,57%
HS-LAW ENFORCMNT & PUB SAFETY,23,100%,96%,65%,13%,30%,48%
HUDSON,38,100%,87%,74%,34%,47%,50%
HUDSON FALLS,44,100%,73%,52%,25%,34%,36%
HUDSON FALLS HIGH SCHOOL,44,100%,73%,52%,25%,34%,36%
HUDSON HS OF LEARNING TECHNOLOGIES,38,100%,92%,87%,18%,45%,50%
HUDSON JR/SR HIGH SCHOOL,38,100%,87%,74%,34%,47%,50%
HUMANITIES & ARTS MAGNET HS,18,100%,89%,78%,22%,44%,56%
HUMANITIES PREP ACADEMY,19,100%,95%,79%,16%,47%,53%
HUNTER TANNERSVL,0,0,0,0,0,0,0
HUNTER-TANNERSVILLE MIDDLE/HIGH SCH,0,0,0,0,0,0,0
HUNTINGTON,53,100%,96%,83%,36%,58%,62%
HUNTINGTON HIGH SCHOOL,53,100%,96%,83%,36%,58%,62%
HUTCHINSON CENTRAL TECH HIGH SCHOOL,147,100%,89%,74%,19%,38%,46%
HYDE LEADERSHIP CHARTER SCHOOL,32,100%,97%,81%,19%,34%,44%
HYDE PARK,68,100%,91%,75%,38%,49%,56%
ICHABOD CRANE SENIOR HIGH SCHOOL,34,100%,88%,76%,32%,53%,56%
IN-TECH ACADEMY (MS/HS 368),55,100%,95%,87%,33%,62%,65%
INDEPENDENCE HIGH SCHOOL,11,100%,100%,73%,0%,55%,64%
INDIAN RIVER,41,100%,88%,68%,17%,34%,49%
INDIAN RIVER HIGH SCHOOL,41,100%,88%,68%,17%,34%,49%
INFORMATION TECHNOLOGY HIGH SCHOOL,74,100%,96%,89%,14%,49%,55%
INNOVATION DIPLOMA PLUS,12,100%,67%,42%,0%,0%,25%
INST FOR COLLABORATIVE EDUCATION,19,100%,89%,84%,16%,21%,37%
INSTITUTE OF TECH AT SYRACUSE CENTRA,37,100%,84%,43%,8%,8%,11%
INTER PREP SCH-GROVER CLEVELAND #187,18,100%,83%,67%,0%,22%,39%
INTERNATIONAL COMMUNITY HIGH SCHOOL,0,0,0,0,0,0,0
INTERNATIONAL HIGH SCH-LAFAYETTE,27,100%,96%,78%,7%,48%,70%
INTERNATIONAL HS AT UNION SQUARE,20,100%,90%,90%,15%,75%,80%
INTERNATIONAL LEADERSHIP CHARTER SCH,32,100%,91%,88%,13%,63%,66%
INTERNATIONAL SCHOOL FOR LIBERAL ART,29,100%,100%,86%,10%,45%,62%
INTERNTL HS AT PROSPECT HGHTS,30,100%,97%,87%,23%,47%,60%
INTNTL HIGH SCHOOL AT LA GUARDIA,39,100%,92%,79%,33%,67%,69%
IRONDEQUOIT HIGH SCHOOL,100,100%,93%,90%,33%,60%,66%
IROQUOIS,60,100%,93%,88%,53%,78%,85%
IROQUOIS SENIOR HIGH SCHOOL,60,100%,93%,88%,53%,78%,85%
IRVINGTON,19,100%,100%,100%,58%,84%,84%
IRVINGTON HIGH SCHOOL,19,100%,100%,100%,58%,84%,84%
ISLAND TREES,59,100%,95%,86%,29%,61%,66%
ISLAND TREES HIGH SCHOOL,59,100%,95%,86%,29%,61%,66%
ISLIP,80,100%,91%,79%,28%,55%,59%
ISLIP HIGH SCHOOL,80,100%,91%,79%,28%,55%,59%
IT TAKES A VILLAGE ACADEMY,25,100%,100%,80%,20%,32%,36%
ITHACA,89,100%,92%,82%,39%,65%,66%
ITHACA SENIOR HIGH SCHOOL,82,100%,91%,82%,39%,63%,65%
JACQUELINE KENNEDY-ONASSIS HIGH SCH,53,100%,94%,77%,21%,49%,57%
JAMAICA GATEWAY TO THE SCIENCES,0,0,0,0,0,0,0
JAMES A GREEN HIGH SCHOOL,19,100%,95%,89%,37%,58%,58%
JAMES BALDWIN SCHOOL (THE),15,100%,87%,73%,0%,13%,13%
JAMES I O'NEILL HIGH SCHOOL,13,100%,85%,85%,38%,69%,69%
JAMES MADISON HIGH SCHOOL,319,100%,97%,89%,28%,65%,71%
JAMES MONROE HIGH SCHOOL,29,100%,76%,52%,3%,14%,21%
JAMESTOWN,120,100%,86%,56%,22%,36%,40%
JAMESTOWN HIGH SCHOOL,120,100%,86%,56%,22%,36%,40%
JAMESVILLE-DEWITT,58,100%,100%,84%,38%,64%,71%
JAMESVILLE-DEWITT HIGH SCHOOL,58,100%,100%,84%,38%,64%,71%
JASPER-TROUPSBURG JUNIOR-SENIOR HS,16,100%,81%,69%,44%,63%,69%
JASPER-TRPSBRG,16,100%,81%,69%,44%,63%,69%
JEFF YOUNGSVILLE,34,100%,94%,85%,50%,65%,71%
JERICHO,32,100%,100%,91%,25%,56%,69%
JERICHO SENIOR HIGH SCHOOL,32,100%,100%,91%,25%,56%,69%
JOHN ADAMS HIGH SCHOOL,169,100%,89%,74%,14%,40%,50%
JOHN BOWNE HIGH SCHOOL,310,100%,96%,85%,15%,53%,60%
JOHN C BIRDLEBOUGH HIGH SCHOOL,54,100%,91%,80%,30%,46%,56%
JOHN DEWEY HIGH SCHOOL,252,100%,95%,84%,23%,52%,62%
JOHN F KENNEDY HIGH SCHOOL,49,100%,98%,94%,63%,84%,86%
JOHN F KENNEDY SENIOR HIGH SCHOOL,34,100%,85%,65%,21%,44%,47%
JOHN JAY HIGH SCHOOL,30,100%,90%,83%,43%,60%,63%
JOHN JAY SENIOR HIGH SCHOOL,82,100%,96%,85%,29%,55%,65%
JOHN V LINDSAY WILDCAT ACAD CHARTER,11,100%,82%,64%,18%,27%,45%
JOHNSBURG,0,0,0,0,0,0,0
JOHNSBURG CENTRAL SCHOOL,0,0,0,0,0,0,0
JOHNSON CITY,91,100%,93%,76%,21%,42%,51%
JOHNSON CITY SENIOR HIGH SCHOOL,91,100%,93%,76%,21%,42%,51%
JOHNSTOWN,61,100%,90%,77%,33%,56%,59%
JOHNSTOWN SENIOR HIGH SCHOOL,61,100%,90%,77%,33%,56%,59%
JORDAN ELBRIDGE,38,100%,79%,71%,24%,39%,47%
JORDAN-ELBRIDGE HIGH SCHOOL,38,100%,79%,71%,24%,39%,47%
JOSEPH C WILSON MAGNET HIGH SCH,84,100%,88%,71%,13%,38%,48%
JUAN MOREL CAMPOS SECONDARY SCHOOL,28,100%,89%,64%,11%,32%,39%
KATONAH LEWISBORO,30,100%,90%,83%,43%,60%,63%
KENDALL,11,100%,91%,82%,45%,55%,73%
KENDALL JUNIOR-SENIOR HIGH SCHOOL,11,100%,91%,82%,45%,55%,73%
KENMORE,232,100%,95%,82%,32%,56%,63%
KENMORE EAST SENIOR HIGH SCHOOL,96,100%,96%,85%,38%,63%,69%
KENMORE WEST SENIOR HIGH SCHOOL,136,100%,94%,79%,28%,51%,58%
KINDERHOOK,34,100%,88%,76%,32%,53%,56%
KINGS PARK,59,100%,98%,86%,36%,68%,69%
KINGS PARK HIGH SCHOOL,59,100%,98%,86%,36%,68%,69%
KINGSBOROUGH EARLY COLLEGE SCHOOL,17,100%,88%,88%,59%,65%,65%
KINGSBRIDGE INTNL HIGH SCHOOL,35,100%,97%,94%,11%,34%,46%
KINGSTON,159,100%,88%,70%,20%,38%,39%
KINGSTON HIGH SCHOOL,159,100%,88%,70%,20%,38%,39%
KIPP ACADEMY CHARTER SCHOOL,20,100%,95%,80%,15%,30%,35%
KNOWLEDGE, POWER PREP ACAD INTER HS,34,100%,97%,68%,15%,35%,44%
KURT HAHN EXPEDITIONARY LRNING SCH,23,100%,91%,61%,26%,52%,52%
L A WEBBER MIDDLE-HIGH SCHOOL,13,100%,85%,62%,38%,46%,46%
LA FARGEVILLE,0,0,0,0,0,0,0
LA FARGEVILLE CENTRAL SCHOOL,0,0,0,0,0,0,0
LA FAYETTE JUNIOR-SENIOR HIGH SCHOOL,14,100%,93%,71%,14%,29%,36%
LACKAWANNA,58,100%,79%,60%,16%,31%,41%
LACKAWANNA HIGH SCHOOL,58,100%,79%,60%,16%,31%,41%
LAFAYETTE,14,100%,93%,71%,14%,29%,36%
LAKE GEORGE,14,100%,100%,93%,21%,43%,64%
LAKE GEORGE JUNIOR-SENIOR HIGH SCHOO,14,100%,100%,93%,21%,43%,64%
LAKE PLACID,13,100%,100%,92%,46%,69%,69%
LAKE PLACID JUNIOR-SENIOR HIGH SCH,13,100%,100%,92%,46%,69%,69%
LAKE SHORE SENIOR HIGH SCHOOL,71,100%,93%,73%,30%,54%,58%
LAKELAND,100,100%,92%,86%,38%,61%,66%
LAKELAND HIGH SCHOOL,45,100%,93%,84%,51%,71%,73%
LANCASTER,152,100%,93%,86%,42%,62%,67%
LANCASTER HIGH SCHOOL,152,100%,93%,86%,42%,62%,67%
LANDMARK HIGH SCHOOL,32,100%,84%,66%,25%,44%,50%
LANSING,19,100%,89%,68%,37%,63%,68%
LANSING HIGH SCHOOL,19,100%,89%,68%,37%,63%,68%
LANSINGBURGH,53,100%,91%,74%,30%,42%,43%
LANSINGBURGH SENIOR HIGH SCHOOL,53,100%,91%,74%,30%,42%,43%
LAURENS,10,100%,100%,80%,30%,30%,30%
LAURENS CENTRAL SCHOOL,10,100%,100%,80%,30%,30%,30%
LAWRENCE,76,100%,92%,80%,20%,46%,51%
LAWRENCE SENIOR HIGH SCHOOL,76,100%,92%,80%,20%,46%,51%
LE ROY,27,100%,78%,67%,44%,63%,63%
LE ROY JUNIOR-SENIOR HIGH SCHOOL,27,100%,78%,67%,44%,63%,63%
LEADERSHIP & PUBLIC SERVICE HIGH SCH,42,100%,95%,88%,21%,55%,57%
LEON M GOLDSTEIN HIGH SCH-SCIENCES,104,100%,100%,95%,50%,81%,83%
LEONARDO DA VINCI HIGH SCHOOL,49,100%,88%,78%,27%,47%,49%
LETCHWORTH,16,100%,100%,100%,56%,88%,88%
LETCHWORTH SENIOR HIGH SCHOOL,16,100%,100%,100%,56%,88%,88%
LEVITTOWN,148,100%,94%,90%,34%,70%,73%
LEWISTON PORTER,58,100%,95%,83%,41%,66%,74%
LEWISTON PORTER SENIOR HIGH SCHOOL,58,100%,95%,83%,41%,66%,74%
LIBERATION DIPLOMA PLUS,0,0,0,0,0,0,0
LIBERTY,37,100%,89%,86%,35%,57%,62%
LIBERTY HIGH SCH ACAD-NEWCOMERS,0,0,0,0,0,0,0
LIBERTY MIDDLE/HIGH SCHOOL,37,100%,89%,86%,35%,57%,62%
LIFE ACAD HS FOR FILM AND MUSIC,20,100%,90%,70%,25%,40%,50%
LIFE SCIENCES SECONDARY SCHOOL,40,100%,98%,85%,28%,55%,57%
LINCOLN HIGH SCHOOL,90,100%,89%,72%,21%,36%,48%
LINDENHURST,140,100%,95%,85%,33%,59%,62%
LINDENHURST SENIOR HIGH SCHOOL,140,100%,95%,85%,33%,59%,62%
LISBON,19,100%,100%,79%,32%,47%,58%
LISBON CENTRAL SCHOOL,19,100%,100%,79%,32%,47%,58%
LITTLE FALLS,29,100%,93%,83%,14%,24%,28%
LITTLE FALLS HIGH SCHOOL,29,100%,93%,83%,14%,24%,28%
LIVERPOOL,197,100%,94%,81%,38%,61%,64%
LIVERPOOL HIGH SCHOOL,197,100%,94%,81%,38%,61%,64%
LIVINGSTON MANOR,19,100%,100%,84%,53%,58%,58%
LIVINGSTON MANOR HIGH SCHOOL,19,100%,100%,84%,53%,58%,58%
LIVONIA,55,100%,95%,84%,33%,64%,65%
LIVONIA SENIOR HIGH SCHOOL,55,100%,95%,84%,33%,64%,65%
LOCKPORT,101,100%,90%,73%,33%,50%,50%
LOCKPORT HIGH SCHOOL,101,100%,90%,73%,33%,50%,50%
LOCUST VALLEY,24,100%,100%,96%,58%,79%,88%
LOCUST VALLEY HIGH SCHOOL,24,100%,100%,96%,58%,79%,88%
LONG BEACH,74,100%,92%,84%,31%,58%,72%
LONG BEACH SENIOR HIGH SCHOOL,74,100%,92%,84%,31%,58%,72%
LONG ISLAND CITY HIGH SCHOOL,241,100%,96%,83%,23%,54%,63%
LONGWOOD,176,100%,90%,80%,32%,54%,57%
LONGWOOD HIGH SCHOOL,176,100%,90%,80%,32%,54%,57%
LOWER EAST SIDE PREP HIGH SCHOOL,18,100%,89%,83%,28%,61%,61%
LOWER MANHATTAN ARTS ACADEMY,28,100%,93%,79%,18%,39%,43%
LOWVILLE,35,100%,89%,74%,37%,49%,57%
LOWVILLE HIGH SCHOOL,35,100%,89%,74%,37%,49%,57%
LYME,10,100%,100%,80%,30%,60%,60%
LYME CENTRAL SCHOOL,10,100%,100%,80%,30%,60%,60%
LYNBROOK,44,100%,95%,93%,41%,77%,77%
LYNBROOK SENIOR HIGH SCHOOL,44,100%,95%,93%,41%,77%,77%
LYNDONVILLE,13,100%,85%,62%,38%,46%,46%
LYONS,21,100%,86%,71%,24%,48%,48%
LYONS COMMUNITY SCHOOL,16,100%,94%,63%,6%,38%,44%
LYONS SENIOR HIGH SCHOOL,21,100%,86%,71%,24%,48%,48%
MADISON,17,100%,76%,65%,12%,24%,24%
MADISON CENTRAL SCHOOL,17,100%,76%,65%,12%,24%,24%
MADRID WADDINGTON,22,100%,77%,68%,27%,55%,64%
MADRID-WADDINGTON JUNIOR-SENIOR HS,22,100%,77%,68%,27%,55%,64%
MAHOPAC,68,100%,94%,85%,54%,69%,71%
MAHOPAC HIGH SCHOOL,68,100%,94%,85%,54%,69%,71%
MAINE ENDWELL,75,100%,89%,81%,32%,55%,64%
MAINE-ENDWELL SENIOR HIGH SCHOOL,75,100%,89%,81%,32%,55%,64%
MALONE,62,100%,92%,74%,23%,35%,35%
MALVERNE,43,100%,93%,84%,19%,33%,51%
MALVERNE SENIOR HIGH SCHOOL,43,100%,93%,84%,19%,33%,51%
MAMARONECK,47,100%,91%,83%,36%,57%,64%
MAMARONECK HIGH SCHOOL,47,100%,91%,83%,36%,57%,64%
MANCHSTR-SHRTSVLLE,19,100%,89%,79%,42%,58%,63%
MANHASSET,21,100%,95%,76%,29%,48%,62%
MANHASSET SECONDARY SCHOOL,21,100%,95%,76%,29%,48%,62%
MANHATTAN ACAD-ARTS AND LANGUAGE,11,100%,73%,73%,9%,55%,55%
MANHATTAN BRIDGES HIGH SCHOOL,71,100%,86%,65%,8%,35%,45%
MANHATTAN BUSINESS ACADEMY,21,100%,86%,67%,14%,48%,48%
MANHATTAN CENTER-SCIENCE & MATH,213,100%,96%,87%,28%,59%,64%
MANHATTAN COMP NIGHT AND DAY HS,16,100%,100%,69%,19%,44%,56%
MANHATTAN INTERNATIONAL HIGH SCHOOL,32,100%,97%,91%,13%,44%,53%
MANHATTAN VILLAGE ACADEMY,57,100%,96%,88%,35%,67%,68%
MANHATTAN/HUNTER SCIENCE HIGH SCHOOL,72,100%,96%,89%,42%,71%,74%
MAPLE GROVE JUNIOR/SENIOR HIGH,18,100%,83%,78%,56%,67%,67%
MAPLE HILL HIGH SCHOOL,11,100%,64%,64%,27%,36%,55%
MARATHON,21,100%,95%,76%,33%,38%,38%
MARATHON HIGH SCHOOL,21,100%,95%,76%,33%,38%,38%
MARBLE HILL HS-INTRNTNL STUDIES,53,100%,94%,87%,25%,49%,53%
MARCELLUS,23,100%,96%,87%,48%,65%,78%
MARCELLUS HIGH SCHOOL,23,100%,96%,87%,48%,65%,78%
MARCUS WHITMAN HIGH SCHOOL,26,100%,85%,69%,23%,35%,42%
MARGARETVILLE,13,100%,92%,85%,46%,46%,54%
MARGARETVILLE CENTRAL SCHOOL,13,100%,92%,85%,46%,46%,54%
MARIE CURIE HIGH SCHOOL-NURSING,50,100%,94%,80%,20%,52%,62%
MARION,16,100%,94%,88%,31%,44%,44%
MARION JUNIOR-SENIOR HIGH SCHOOL,16,100%,94%,88%,31%,44%,44%
MARLBORO,37,100%,97%,86%,35%,51%,57%
MARLBORO CENTRAL HIGH SCHOOL,37,100%,97%,86%,35%,51%,57%
MARTIN LUTHER KING JR HIGH SCHOOL,11,100%,82%,55%,0%,27%,27%
MARTIN VAN BUREN HIGH SCHOOL,149,100%,95%,87%,16%,51%,58%
MARYVALE,70,100%,89%,76%,23%,49%,59%
MARYVALE HIGH SCHOOL,70,100%,89%,76%,23%,49%,59%
MASSAPEQUA,126,100%,94%,88%,42%,63%,68%
MASSAPEQUA HIGH SCHOOL,126,100%,94%,88%,42%,63%,68%
MASSENA,70,100%,86%,74%,31%,47%,50%
MASSENA SENIOR HIGH SCHOOL,70,100%,86%,74%,31%,47%,50%
MATH SCIENCE TECH PREP SCHOOL-SENECA,22,100%,82%,50%,9%,14%,14%
MATH/SCIENCE RESEARCH/TECH MAGNET,31,100%,97%,77%,13%,39%,52%
MATTITUCK,27,100%,96%,96%,30%,59%,59%
MATTITUCK JUNIOR-SENIOR HIGH SCHOOL,27,100%,96%,96%,30%,59%,59%
MAYFIELD,23,100%,87%,39%,22%,26%,30%
MAYFIELD JR/SR HIGH SCHOOL,23,100%,87%,39%,22%,26%,30%
MCGRAW,21,100%,95%,81%,29%,38%,43%
MCGRAW SECONDARY SCHOOL,21,100%,95%,81%,29%,38%,43%
MCKINLEY VOC HIGH SCHOOL,88,100%,86%,55%,8%,20%,28%
MECHANICVILLE,27,100%,59%,48%,22%,37%,44%
MECHANICVILLE JR/SR HIGH SCHOOL,27,100%,59%,48%,22%,37%,44%
MEDGAR EVERS COLLEGE PREP SCHOOL,74,100%,95%,82%,30%,51%,58%
MEDINA,34,100%,76%,65%,24%,35%,41%
MEDINA HIGH SCHOOL,34,100%,76%,65%,24%,35%,41%
METROPOLITAN DIPLOMA PLUS HIGH SCH,17,100%,59%,41%,0%,12%,12%
METROPOLITAN HIGH SCHOOL (THE),21,100%,90%,86%,19%,38%,48%
MEXICO,64,100%,94%,83%,33%,53%,58%
MEXICO HIGH SCHOOL,64,100%,94%,83%,33%,53%,58%
MICHAEL J PETRIDES SCHOOL (THE),34,100%,94%,88%,32%,56%,62%
MIDDLE COLLEGE HIGH SCH AT LAGUARDIA,20,100%,95%,75%,45%,55%,60%
MIDDLE COUNTRY,251,100%,95%,88%,34%,59%,65%
MIDDLE EARLY COLLEGE HIGH SCHOOL,0,0,0,0,0,0,0
MIDDLEBURGH,25,100%,84%,68%,36%,48%,52%
MIDDLEBURGH HIGH SCHOOL,25,100%,84%,68%,36%,48%,52%
MIDDLETOWN,135,100%,92%,76%,17%,33%,41%
MIDDLETOWN HIGH SCHOOL,135,100%,92%,76%,17%,33%,41%
MIDLAKES HIGH SCHOOL,50,100%,92%,82%,48%,72%,76%
MIDWOOD HIGH SCHOOL,489,100%,98%,93%,40%,73%,75%
MILFORD,13,100%,77%,62%,31%,69%,69%
MILFORD CENTRAL SCHOOL,13,100%,77%,62%,31%,69%,69%
MILLBROOK,19,100%,84%,74%,37%,58%,58%
MILLBROOK HIGH SCHOOL,19,100%,84%,74%,37%,58%,58%
MILLENIUM ART ACADEMY,27,100%,89%,52%,11%,41%,52%
MILLENNIUM HIGH SCHOOL,54,100%,98%,94%,37%,81%,83%
MILLER PLACE,54,100%,93%,91%,24%,54%,63%
MILLER PLACE HIGH SCHOOL,54,100%,93%,91%,24%,54%,63%
MINEOLA,51,100%,96%,92%,31%,61%,71%
MINEOLA HIGH SCHOOL,51,100%,96%,92%,31%,61%,71%
MINISINK VALLEY,38,100%,89%,82%,37%,55%,66%
MINISINK VALLEY HIGH SCHOOL,38,100%,89%,82%,37%,55%,66%
MOHONASEN,68,100%,93%,85%,34%,51%,59%
MOHONASEN SENIOR HIGH SCHOOL,68,100%,93%,85%,34%,51%,59%
MONROE WOODBURY,99,100%,93%,86%,28%,54%,62%
MONROE-WOODBURY HIGH SCHOOL,99,100%,93%,86%,28%,54%,62%
MONTICELLO,61,100%,89%,75%,23%,48%,57%
MONTICELLO HIGH SCHOOL,61,100%,89%,75%,23%,48%,57%
MORAVIA,15,100%,100%,100%,53%,80%,80%
MORAVIA JUNIOR-SENIOR HIGH SCHOOL,15,100%,100%,100%,53%,80%,80%
MORIAH,18,100%,94%,94%,39%,44%,50%
MORIAH JUNIOR-SENIOR HIGH SCHOOL,18,100%,94%,94%,39%,44%,50%
MORRIS,12,100%,100%,92%,33%,67%,75%
MORRIS ACADEMY FOR COLLA STUDIES,30,100%,93%,80%,30%,47%,50%
MORRIS CENTRAL SCHOOL,12,100%,100%,92%,33%,67%,75%
MORRISVILLE EATON,17,100%,76%,65%,29%,47%,59%
MORRISVILLE MIDDLE SCH HIGH SCH,17,100%,76%,65%,29%,47%,59%
MOTT HALL BRONX HIGH SCHOOL,29,100%,76%,62%,14%,41%,48%
MOTT HALL HIGH SCHOOL,33,100%,85%,73%,9%,42%,58%
MOTT HALL V,41,100%,98%,78%,17%,44%,51%
MOTT HAVEN VILLAGE PREP HIGH SCHOOL,28,100%,93%,79%,25%,43%,57%
MOUNT MARKHAM,33,100%,94%,91%,33%,45%,52%
MOUNT MORRIS,0,0,0,0,0,0,0
MOUNT SINAI,39,100%,95%,90%,36%,74%,74%
MOUNT VERNON,154,100%,97%,82%,19%,44%,50%
MT MARKHAM SENIOR HIGH SCHOOL,33,100%,94%,91%,33%,45%,52%
MT MORRIS MIDDLE/SENIOR HIGH SCHOOL,0,0,0,0,0,0,0
MT PLEASANT CENT,27,100%,93%,85%,41%,74%,78%
MT SINAI HIGH SCHOOL,39,100%,95%,90%,36%,74%,74%
MT VERNON HIGH SCHOOL,78,100%,96%,79%,19%,46%,55%
MULTICULTURAL HIGH SCHOOL,25,100%,92%,72%,4%,20%,44%
MURRAY HILL ACADEMY,17,100%,82%,59%,6%,24%,29%
MURRY BERGTRAUM HS FOR BUS CAR,128,100%,91%,78%,15%,44%,52%
MYNDERSE ACADEMY,30,100%,97%,87%,33%,53%,60%
Manhattan - District 1 (NYC),195,100%,92%,80%,33%,53%,57%
Manhattan - District 2 (NYC),2,812,100%,93%,82%,26%,52%,58%
Manhattan - District 3 (NYC),536,100%,94%,85%,36%,62%,65%
Manhattan - District 4 (NYC),406,100%,96%,85%,26%,54%,62%
Manhattan - District 5 (NYC),309,100%,93%,83%,21%,48%,56%
Manhattan - District 6 (NYC),436,100%,96%,81%,19%,46%,53%
N/A,57,700,100%,93%,80%,29%,52%,59%
NANUET,48,100%,92%,83%,40%,63%,65%
NANUET SENIOR HIGH SCHOOL,48,100%,92%,83%,40%,63%,65%
NAPLES,27,100%,96%,78%,52%,67%,67%
NAPLES HIGH SCHOOL,27,100%,96%,78%,52%,67%,67%
NEW DAWN CHARTER HIGH SCHOOL,11,100%,82%,64%,0%,18%,18%
NEW DESIGN HIGH SCHOOL,31,100%,87%,77%,13%,23%,42%
NEW DORP HIGH SCHOOL,188,100%,94%,81%,23%,54%,58%
NEW EXPLORATIONS SCI, TECH & MATH,33,100%,91%,82%,61%,79%,79%
NEW HARTFORD,68,100%,96%,88%,37%,56%,62%
NEW HARTFORD SENIOR HIGH SCHOOL,68,100%,96%,88%,37%,56%,62%
NEW HEIGHTS ACADEMY CHARTER SCHOOL,42,100%,88%,71%,14%,33%,43%
NEW HYDE PARK MEMORIAL HIGH SCHOOL,75,100%,97%,93%,45%,64%,72%
NEW LEBANON,13,100%,85%,54%,15%,31%,31%
NEW LEBANON JUNIOR-SENIOR HIGH SCH,13,100%,85%,54%,15%,31%,31%
NEW PALTZ,33,100%,97%,91%,42%,61%,64%
NEW PALTZ SENIOR HIGH SCHOOL,33,100%,97%,91%,42%,61%,64%
NEW ROCHELLE,267,100%,96%,85%,28%,55%,63%
NEW ROCHELLE HIGH SCHOOL,267,100%,96%,85%,28%,55%,63%
NEW UTRECHT HIGH SCHOOL,296,100%,96%,88%,27%,58%,68%
NEW WORLD HIGH SCHOOL,25,100%,96%,72%,12%,44%,56%
NEW YORK MILLS,16,100%,69%,63%,38%,44%,44%
NEWARK,57,100%,89%,72%,19%,37%,42%
NEWARK SENIOR HIGH SCHOOL,57,100%,89%,72%,19%,37%,42%
NEWARK VALLEY,43,100%,86%,70%,37%,58%,63%
NEWARK VALLEY SENIOR HIGH SCHOOL,43,100%,86%,70%,37%,58%,63%
NEWBURGH,181,100%,91%,78%,22%,43%,54%
NEWBURGH FREE ACADEMY-MAIN CAMPUS,181,100%,91%,78%,22%,43%,54%
NEWCOMERS HIGH SCHOOL,61,100%,97%,85%,21%,51%,66%
NEWFANE,42,100%,93%,86%,40%,50%,52%
NEWFANE SENIOR HIGH SCHOOL,42,100%,93%,86%,40%,50%,52%
NEWFIELD,17,100%,88%,82%,35%,65%,65%
NEWFIELD HIGH SCHOOL,137,100%,94%,87%,32%,58%,63%
NEWFIELD SENIOR HIGH SCHOOL,17,100%,88%,82%,35%,65%,65%
NEWTOWN HIGH SCHOOL,150,100%,96%,83%,15%,49%,61%
NIAGARA FALLS,161,100%,88%,69%,16%,37%,47%
NIAGARA FALLS HIGH SCHOOL,161,100%,88%,69%,16%,37%,47%
NIAGARA WHEATFIELD,123,100%,89%,76%,32%,52%,59%
NIAGARA-WHEATFIELD SR HIGH SCHOOL,123,100%,89%,76%,32%,52%,59%
NISKAYUNA,66,100%,94%,82%,38%,56%,59%
NISKAYUNA HIGH SCHOOL,66,100%,94%,82%,38%,56%,59%
NORTH BABYLON,113,100%,95%,82%,28%,46%,53%
NORTH BABYLON HIGH SCHOOL,113,100%,95%,82%,28%,46%,53%
NORTH COLLINS,13,100%,100%,100%,62%,92%,92%
NORTH COLLINS JUNIOR-SENIOR HS,13,100%,100%,100%,62%,92%,92%
NORTH COLONIE CSD,127,100%,86%,77%,34%,55%,61%
NORTH ROCKLAND HIGH SCHOOL,155,100%,95%,88%,30%,54%,63%
NORTH ROSE WOLCOTT,30,100%,83%,70%,33%,47%,50%
NORTH ROSE-WOLCOTT HIGH SCHOOL,30,100%,83%,70%,33%,47%,50%
NORTH SALEM,15,100%,87%,80%,40%,67%,67%
NORTH SALEM MIDDLE/ HIGH SCHOOL,15,100%,87%,80%,40%,67%,67%
NORTH SHORE,35,100%,94%,91%,29%,57%,66%
NORTH SHORE SENIOR HIGH SCHOOL,35,100%,94%,91%,29%,57%,66%
NORTH SYRACUSE,250,100%,91%,82%,36%,57%,62%
NORTH TONAWANDA,107,100%,93%,81%,35%,56%,66%
NORTH TONAWANDA HIGH SCHOOL,107,100%,93%,81%,35%,56%,66%
NORTH WARREN,11,100%,100%,82%,27%,55%,64%
NORTH WARREN CENTRAL SCHOOL,11,100%,100%,82%,27%,55%,64%
NORTHEAST,14,100%,86%,71%,43%,64%,64%
NORTHEAST COLLEGE PREP HIGH SCHOOL,17,100%,88%,47%,6%,24%,24%
NORTHEASTERN CLINTON SR HIGH SCHOOL,27,100%,93%,74%,48%,56%,63%
NORTHEASTRN CLNTON,27,100%,93%,74%,48%,56%,63%
NORTHERN ADIRONDACK MID/HIGH SCH,24,100%,96%,88%,33%,42%,50%
NORTHPORT,94,100%,98%,94%,52%,72%,73%
